crm_record_id,lead_id,customer_id,created_date,lead_source,customer_journey_stage,owner_team,region,lead_count,qualified_lead_flag,opportunity_created,closed_won_count,closed_lost_count,callback_required,contact_attempts,estimated_pipeline_value_aud,realized_revenue_aud,days_to_contact,days_in_stage,priority_tier,notes_quality_score
CRM-2026-1345,,CUST-1198,2026-03-27,Website Form,Proposal,Enterprise Team,WA,6,1,1,0,0,0,6,1625.01,,2,1,Medium,0.83
CRM-2026-1346,L-99532,CUST-1970,2026-04-11,Website Form,Negotiation,Enterprise Team,VIC,4,1,1,0,0,0,8,2403.4,,1,15,Medium,0.58
CRM-2026-1347,,CUST-1163,2026-04-01,Outbound,Closed Lost,SMB Team,WA,4,0,0,0,1,0,4,1533.08,,0,4,Medium,0.51
CRM-2026-1348,L-19088,CUST-1522,2026-04-11,Website Form,New Lead,South Team,QLD,5,0,0,0,0,0,2,2538.68,,5,8,Medium,0.83
CRM-2026-1349,L-37350,CUST-1365,2026-01-27,Website Form,Contacted,North Team,WA,3,0,0,0,0,0,2,1723.12,313.54,2,17,Medium,0.71
CRM-2026-1350,L-65268,CUST-1898,2026-04-05,Referral,Negotiation,North Team,SA,4,1,1,0,0,1,2,5710.05,1110.39,3,22,Medium,0.98
CRM-2026-1351,L-71189,CUST-1193,2026-01-20,Email Nurture,Closed Won,Enterprise Team,NSW,3,1,1,1,0,0,2,2027.27,1537.99,4,15,Medium,0.56
CRM-2026-1352,L-13201,CUST-1686,2026-04-22,Referral,New Lead,North Team,NSW,8,0,0,0,0,0,4,7720.72,,0,38,Medium,0.83
CRM-2026-1353,L-46212,CUST-1627,2026-03-25,Website Form,Closed Lost,North Team,QLD,3,0,0,0,1,1,5,2591.58,,4,15,Low,0.45
CRM-2026-1354,L-60151,CUST-1824,2026-03-09,Referral,Contacted,Enterprise Team,NSW,4,0,0,0,0,1,2,3958.46,,3,5,Medium,0.9
CRM-2026-1355,,CUST-1198,2026-02-25,Referral,Negotiation,South Team,QLD,1,1,1,0,0,0,3,5259.32,982.47,3,18,High,0.75
CRM-2026-1356,L-60278,CUST-1635,2026-02-06,Email Nurture,Contacted,North Team,VIC,4,1,0,0,0,1,5,1221.61,,4,25,Medium,0.82
CRM-2026-1357,L-76555,CUST-1760,2026-03-23,Email Nurture,Qualified,SMB Team,SA,2,1,0,0,0,0,1,,,0,8,High,0.96
CRM-2026-1358,L-37584,CUST-1751,2026-03-04,Outbound,Contacted,South Team,QLD,5,0,0,0,0,1,9,5706.4,1059.7,0,16,Low,0.53
CRM-2026-1359,L-66950,CUST-1965,2026-02-12,Event,Contacted,North Team,QLD,7,1,0,0,0,0,2,5078.03,1105.49,0,4,High,0.97
CRM-2026-1360,L-98754,CUST-1591,2026-04-12,Partner,Proposal,South Team,WA,3,1,1,0,0,0,3,0,0.0,2,3,Medium,0.56
CRM-2026-1361,,CUST-1655,2026-02-04,Website Form,Closed Lost,SMB Team,NSW,4,0,0,0,1,0,2,1379.55,,0,19,Low,0.85
CRM-2026-1362,L-71600,CUST-1870,2026-03-11,Outbound,New Lead,North Team,SA,2,0,0,0,0,1,2,2155.7,,2,6,High,0.91
CRM-2026-1363,L-11942,CUST-1932,2026-02-04,Partner,Closed Lost,North Team,SA,2,0,0,0,1,1,2,4435.64,692.19,3,16,Low,0.64
CRM-2026-1364,L-30600,CUST-1418,2026-01-16,Partner,Qualified,North Team,WA,7,1,0,0,0,0,3,3541.07,607.8,5,8,Low,0.9
CRM-2026-1365,L-89453,CUST-1393,2026-01-23,email nurture,Closed Lost,South Team,SA,5,0,0,0,1,1,7,,,1,14,Strategic,0.8
CRM-2026-1366,L-40543,CUST-1076,2026-02-19,partner,New Lead,SMB Team,NSW,6,0,0,0,0,1,1,8783.3,,3,17,Medium,0.7
CRM-2026-1367,L-37378,CUST-1438,2026-01-22,Referral,Negotiation,Enterprise Team,VIC,3,1,1,0,0,1,4,4606.33,1059.32,6,13,Medium,0.93
CRM-2026-1368,L-87112,CUST-1701,2026-01-10,Website Form,Contacted,Enterprise Team,VIC,4,1,0,0,0,1,2,3781.42,,3,5,Medium,0.62
CRM-2026-1369,L-23686,CUST-1867,2026-01-09,Website Form,Contacted,North Team,QLD,7,0,1,0,0,1,4,2915.81,,2,5,High,0.81
CRM-2026-1370,L-20110,CUST-1176,2026-03-10,Website Form,Contacted,South Team,WA,7,0,0,0,0,0,3,1474.4,319.63,1,2,Medium,0.73
CRM-2026-1371,L-29416,CUST-1360,2026-01-19,Website Form,Qualified,North Team,QLD,2,1,0,0,0,0,4,1258.82,,6,12,Medium,0.84
CRM-2026-1372,L-69201,CUST-1221,2026-02-04,Email Nurture,Proposal,North Team,NSW,3,1,1,0,0,0,2,1364.24,,3,11,Medium,0.74
CRM-2026-1373,L-90978,CUST-1764,2026-02-19,Website Form,Proposal,Enterprise Team,WA,2,1,1,0,0,0,4,2349.1,,4,7,Medium,0.56
CRM-2026-1374,L-57458,CUST-1235,2026-03-19,Outbound,Contacted,North Team,VIC,4,1,0,0,0,0,3,3667.87,245.02,7,1,Medium,0.65
CRM-2026-1375,L-62979,CUST-1669,2026-03-02,Referral,Closed Lost,North Team,QLD,1,0,0,0,1,0,2,3333.4,470.59,1,11,Strategic,0.76
CRM-2026-1376,L-34276,CUST-1559,2026-03-29,Referral,Negotiation,SMB Team,VIC,2,1,1,0,0,1,4,6698.67,650.69,0,11,Medium,0.57
CRM-2026-1377,L-22875,CUST-1595,2026-01-24,Partner,New Lead,Enterprise Team,VIC,5,0,0,0,0,0,3,,,1,3,Strategic,0.69
CRM-2026-1378,L-77474,CUST-1742,2026-04-22,Event,Closed Lost,SMB Team,NSW,1,0,0,0,1,0,3,4363.69,,0,7,Medium,0.63
CRM-2026-1379,L-94335,CUST-1637,2026-02-01,Referral,Negotiation,North Team,VIC,3,1,1,0,0,0,3,7635.29,457.54,1,6,Medium,0.71
CRM-2026-1380,L-65916,CUST-1192,2026-02-09,Event,Qualified,SMB Team,NSW,6,1,1,0,0,0,2,2361.29,,1,12,High,0.49
CRM-2026-1381,L-63143,CUST-1442,2026-04-14,Referral,Qualified,North Team,QLD,5,1,0,0,0,1,2,4487.18,,0,11,High,0.85
CRM-2026-1382,L-27316,CUST-1141,2026-04-21,Event,Closed Lost,North Team,QLD,4,0,1,0,1,0,1,1372.85,,0,28,Low,0.5
CRM-2026-1383,,CUST-1874,2026-02-22,Website Form,Qualified,Enterprise Team,VIC,3,1,0,0,0,0,2,2395.95,,2,22,Low,0.87
CRM-2026-1384,L-88000,CUST-1574,2026-02-25,Outbound,Proposal,South Team,NSW,4,1,1,0,0,0,1,2199.86,299.94,4,18,Medium,0.75
CRM-2026-1385,L-16584,CUST-1886,2026-01-10,Email Nurture,Contacted,SMB Team,QLD,6,0,1,0,0,1,2,2373.84,,0,10,High,0.86
CRM-2026-1386,L-94511,CUST-1449,2026-01-29,Email Nurture,Contacted,SMB Team,VIC,2,0,0,0,0,0,3,1670.34,,2,7,Medium,0.59
CRM-2026-1387,L-58328,CUST-1901,2026-01-29,Referral,Proposal,SMB Team,SA,4,1,1,0,0,0,3,353.24,,3,5,Medium,0.56
CRM-2026-1388,,CUST-1262,2026-04-10,Email Nurture,Contacted,South Team,NSW,3,0,1,0,0,1,4,,172.65,1,18,Medium,0.73
CRM-2026-1389,L-92938,CUST-1929,2026-01-23,Outbound,Negotiation,North Team,WA,7,1,1,0,0,0,3,4330.62,,0,5,Medium,0.77
CRM-2026-1390,L-27234,CUST-1958,2026-02-01,Website Form,qualified,North Team,WA,3,1,0,0,0,0,4,1627.57,151.37,3,4,Medium,0.96
CRM-2026-1391,L-68584,CUST-1515,2026-04-09,Website Form,Proposal,South Team,NSW,2,1,1,0,0,1,4,2635.55,,2,4,Strategic,0.5
CRM-2026-1392,L-17802,CUST-1215,2026-01-30,Outbound,Proposal,Enterprise Team,VIC,3,1,1,0,0,1,2,2438.89,404.12,0,3,Low,0.79
CRM-2026-1393,L-83071,CUST-1168,2026-03-07,Referral,closed_won,SMB Team,QLD,5,1,1,1,0,0,3,1906.14,2003.06,0,11,Medium,0.83
CRM-2026-1394,L-59956,CUST-1798,2026-04-09,Referral,Negotiation,North Team,WA,4,1,1,0,0,1,3,7384.0,,5,7,Medium,0.85
CRM-2026-1395,L-51277,CUST-1181,2026-03-12,Event,New Lead,SMB Team,WA,4,0,1,0,0,1,2,2148.15,,4,6,Medium,0.89
CRM-2026-1396,L-12696,CUST-1591,2026-03-04,Website Form,Closed Lost,SMB Team,NSW,2,0,0,0,1,0,3,1188.12,230.98,3,11,Medium,0.51
CRM-2026-1397,L-61943,CUST-1260,2026-02-19,Email Nurture,New Lead,North Team,WA,6,1,0,0,0,0,5,,843.28,3,2,Low,0.88
CRM-2026-1398,L-30773,CUST-1975,2026-01-21,Outbound,Closed Lost,South Team,VIC,4,0,0,0,1,1,2,4996.89,,4,13,High,0.57
CRM-2026-1399,L-45844,CUST-1296,2026-01-06,Partner,Contacted,North Team,NSW,4,0,0,0,0,0,1,2056.92,,0,6,Medium,0.45
CRM-2026-1400,L-31971,CUST-1054,2026-02-06,Partner,New Lead,SMB Team,NSW,3,0,1,0,0,0,1,0,,1,15,Strategic,0.48
CRM-2026-1401,L-83563,CUST-1640,2026-03-07,Outbound,Closed Won,South Team,WA,4,1,1,1,0,1,3,891.19,747.72,5,6,High,0.62
CRM-2026-1402,L-10183,CUST-1259,2026-02-20,Outbound,Qualified,South Team,NSW,4,1,0,0,0,1,3,5469.83,,0,12,High,0.49
CRM-2026-1403,L-41566,CUST-1486,2026-01-19,Partner,New Lead,Enterprise Team,QLD,5,0,1,0,0,1,3,2748.08,,3,12,Strategic,0.82
CRM-2026-1404,L-24507,CUST-1467,2026-02-15,Website Form,Closed Won,South Team,WA,1,1,1,1,0,1,3,828.32,626.44,2,8,Strategic,0.69
CRM-2026-1405,L-28782,CUST-1582,2026-04-04,Referral,Qualified,SMB Team,VIC,1,1,1,0,0,0,1,5914.33,705.42,2,1,Medium,0.93
CRM-2026-1406,L-17883,CUST-1252,2026-02-01,Referral,New Lead,South Team,SA,1,0,0,0,0,0,3,0,,2,3,Strategic,0.76
CRM-2026-1407,L-81979,CUST-1012,2026-04-05,Website Form,New Lead,SMB Team,SA,1,0,0,0,0,0,3,2051.9,315.76,1,20,Strategic,0.51
CRM-2026-1408,L-63257,CUST-1086,2026-02-17,Email Nurture,Contacted,Enterprise Team,QLD,1,0,0,0,0,1,4,2758.67,,0,15,High,0.7
CRM-2026-1409,L-21202,CUST-1863,2026-01-08,Referral,Closed Won,SMB Team,WA,4,1,1,1,0,1,2,3266.1,2511.79,0,10,Medium,0.48
CRM-2026-1410,L-27610,CUST-1260,2026-04-11,Partner,Contacted,Enterprise Team,SA,7,0,0,0,0,0,7,2669.49,,3,15,Medium,0.77
CRM-2026-1411,L-18573,CUST-1222,2026-04-17,Partner,Closed Won,SMB Team,QLD,2,1,1,1,0,0,4,5155.25,5588.01,1,3,Medium,0.82
CRM-2026-1412,L-84714,CUST-1701,2026-02-08,Website Form,Contacted,SMB Team,WA,4,0,0,0,0,0,3,4806.25,,2,19,Strategic,0.76
CRM-2026-1413,L-62236,CUST-1121,2026-01-26,Website Form,Closed Won,Enterprise Team,VIC,4,1,1,1,0,1,3,505.66,560.25,3,20,High,0.68
CRM-2026-1414,L-19280,CUST-1513,2026-04-05,Website Form,Contacted,SMB Team,NSW,4,0,0,0,0,0,4,,160.93,0,4,Low,0.46
CRM-2026-1415,L-72497,CUST-1242,2026-02-17,Website Form,closed_lost,North Team,WA,4,0,0,0,1,1,2,1902.87,,0,9,Low,0.89
CRM-2026-1416,L-65043,CUST-1703,2026-02-24,Website Form,Closed Won,Enterprise Team,VIC,3,1,1,1,0,1,6,1186.02,1097.27,2,26,Low,0.86
CRM-2026-1417,L-85379,CUST-1081,2026-04-07,Email Nurture,Contacted,North Team,NSW,4,1,0,0,0,1,4,935.46,127.8,1,4,High,0.81
CRM-2026-1418,L-53336,CUST-1902,2026-04-11,Referral,Qualified,North Team,SA,5,1,0,0,0,1,4,6971.91,940.61,2,7,Low,0.89
CRM-2026-1419,L-19461,CUST-1447,2026-03-03,Partner,New Lead,Enterprise Team,VIC,5,0,0,0,0,0,5,7099.19,,3,10,High,0.61
