interaction_id,call_id,lead_id,enquiry_ref,customer_id,interaction_date,created_at,month,source_channel,campaign_name,medium,device_type,region,call_count,lead_count,qualified_calls,qualified_leads,is_sales_qualified,opportunities,closed_won_count,booked_jobs,converted_flag,media_cost_aud,sales_value_aud,job_value_aud,revenue_aud,provided_qualified_rate_pct,provided_conversion_rate_pct,call_status,lead_status,outcome_status
INT-00220,CALL-030219,,ENQ-07109,CUST-01074,2026-03-20,2026-03-20T16:45:00,2026-03,Display,Programmatic Retargeting,display,Desktop,WA,0,3,0,2,1,0,0,0,0,74.94,,,,66.67,0,abandoned,qualified,booked
INT-00221,,,ENQ-07110,CUST-DUP-02,2026-01-25,2026-01-25T10:14:00,2026-01,Paid Search,High Intent Search,cpc,Mobile,QLD,4,2,1,0,1,0,0,0,0,456.42,,,,0,0,voicemail,closed_won,lost
INT-00222,,LEAD-050249,ENQ-DUP-013,CUST-01087,2025-12-30,2025-12-30T10:32:00,2025-12,Paid Social,Retargeting Social,cpc,Mobile,QLD,3,5,0,2,1,1,0,0,0,397.57,405.15,,,40,0,voicemail,opportunity,booked
INT-00223,CALL-030222,LEAD-050250,ENQ-07111,CUST-01077,2025-12-24,2025-12-24T09:40:00,2025-12,Organic Search,SEO Local Pages,ORGANIC,Desktop,SA,1,4,0,2,1,1,0,0,0,,677.01,,,50,0,answered,opportunity,no_answer
INT-00224,CALL-030223,,ENQ-07111,CUST-01091,2025-12-23,2025-12-23T12:38:00,2025-12,Email,Newsletter Promo,email,Mobile,WA,1,4,0,2,1,1,0,0,0,,1357.06,,,,0,missed,opportunity,pending
INT-00225,CALL-030224,LEAD-050253,ENQ-07112,CUST-01083,2026-02-03,2026-02-03T08:53:00,2026-02,Paid Search,Emergency Lead Capture,cpc,Tablet,WA,2,3,0,0,0,0,0,0,0,191.7,,,,0,0,missed,new,pending
INT-00226,,,ENQ-07112,CUST-01086,2026-01-28,2026-01-28T13:45:00,2026-01,Referral,Broker Referral,referral,Tablet,TAS,3,3,1,2,1,1,0,0,0,,2094.87,,,66.67,0,abandoned,opportunity,pending
INT-00227,CALL-030226,LEAD-050255,ENQ-07113,CUST-01087,2025-12-20,2025-12-20T08:50:00,2025-12,Paid Search,High Intent Search,cpc,Tablet,WA,4,4,1,1,1,0,0,0,0,307.02,,,,25,112,abandoned,qualified,pending
INT-00228,CALL-030227,LEAD-050256,ENQ-07113,CUST-01092,2026-01-31,2026-01-31T15:16:00,2026-01,Paid Search,Brand Protect AU,cpc,Tablet,SA,4,5,2,3,1,1,0,1,1,627.31,,690.48,,60,,abandoned,opportunity,booked
INT-00229,CALL-030228,LEAD-050257,ENQ-07114,CUST-01090,2026-02-12,2026-02-12T14:09:00,2026-02,Paid Social,Lookalike Call Trial,cpc,Desktop,WA,4,3,2,0,1,1,0,0,0,574.02,1903.44,,,0,0,missed,opportunity,won
INT-00230,CALL-030229,LEAD-050258,ENQ-07114,CUST-01088,2026-01-02,2026-01-02T17:16:00,2026-01,Referral,Affiliate Warm Leads,referral,Tablet,VIC,2,1,0,0,0,0,0,0,0,,,,,0,0,abandoned,qualified,no_answer
INT-00231,,LEAD-050259,ENQ-07115,CUST-01090,2026-02-15,2026-02-15T12:43:00,2026-02,Paid Social,Lookalike Call Trial,cpc,Desktop,TAS,0,4,0,1,1,0,0,0,0,129.49,,,,25,0,missed,qualified,no_answer
INT-00232,CALL-030231,,ENQ-07115,CUST-DUP-03,2026-03-14,2026-03-14T16:47:00,2026-03,Paid Social,Lookalike Call Trial,cpc,Tablet,VIC,4,1,2,0,1,1,0,0,0,406.24,1597.55,,,0,,missed,opportunity,pending
INT-00233,CALL-030232,,ENQ-07116,CUST-01093,2026-01-24,2026-01-24T16:32:00,2026-01,Direct,DIRECT / UNKNOWN,direct,Desktop,TAS,4,1,2,0,1,0,0,0,0,,,,,,0,answered,disqualified,won
INT-00234,CALL-030233,LEAD-050263,ENQ-07116,CUST-01082,2025-12-31,2025-12-31T11:11:00,2025-12,Direct,Returning Visitors,direct,Mobile,TAS,1,1,0,0,0,0,0,0,0,,,,,0,0,answered,new,won
INT-00235,CALL-030234,LEAD-050264,ENQ-07117,CUST-01092,2026-03-09,2026-03-09T12:19:00,2026-03,Paid Social,Lookalike Call Trial,cpc,Desktop,NSW,2,0,0,0,1,0,0,0,0,173.89,,,,,,voicemail,new,no_answer
INT-00236,,LEAD-050265,ENQ-07117,CUST-01078,2026-03-04,2026-03-04T08:00:00,2026-03,Paid Social,Meta Lead Gen NSW,cpc,Tablet,QLD,0,5,0,3,1,2,0,0,0,169.38,2211.16,,,60,0,voicemail,opportunity,booked
INT-00237,CALL-030236,,ENQ-07118,CUST-01094,2025-12-31,2025-12-31T11:08:00,2025-12,Paid Social,Retargeting Social,cpc,Tablet,WA,3,0,1,0,1,0,0,1,1,199.42,,614.95,,,,voicemail,opportunity,booked
INT-00238,CALL-030237,,ENQ-07118,CUST-01079,2026-01-19,2026-01-19T12:59:00,2026-01,Organic Search,SEO Local Pages,organic,Mobile,VIC,3,0,1,0,1,0,0,1,1,,,2641.37,,,,missed,closed_lost,booked
INT-00239,CALL-030238,,ENQ-DUP-014,CUST-01084,2026-03-15,2026-03-15T12:07:00,2026-03,Paid Social,Lookalike Call Trial,cpc,Desktop,WA,6,2,2,1,1,0,0,0,0,330.97,,,,50,0,missed,qualified,booked
INT-00240,CALL-030239,,ENQ-07119,CUST-01085,2026-01-04,2026-01-04T12:31:00,2026-01,Email,Nurture Reactivation,email,Desktop,WA,1,5,0,2,1,0,0,1,1,,,2151.39,,40,0,voicemail,qualified,booked
INT-00241,,LEAD-050271,ENQ-07120,CUST-01087,2025-12-20,2025-12-20T08:23:00,2025-12,Paid Social,Retargeting Social,cpc,Tablet,WA,0,4,0,2,1,1,0,0,0,121.81,1091.28,,,50,0,abandoned,opportunity,won
INT-00242,CALL-030241,,ENQ-07120,CUST-01091,2026-01-23,2026-01-23T16:24:00,2026-01,Organic Search,Organic Maps,organic,Mobile,SA,0,4,0,2,1,1,0,0,0,,874.78,,,50,0,voicemail,opportunity,no_answer
INT-00243,,LEAD-050273,ENQ-07121,CUST-DUP-04,2026-01-12,2026-01-12T15:35:00,2026-01,Paid Search,Brand Protect AU,cpc,Mobile,QLD,1,1,0,0,0,0,0,0,0,152.83,,,,0,0,voicemail,qualified,booked
INT-00244,,,ENQ-07121,CUST-01096,2025-12-22,2025-12-22T12:08:00,2025-12,Organic Search,Content Hub,organic,Tablet,QLD,3,3,1,1,1,0,0,1,1,,,930.78,,33.33,0,abandoned,qualified,booked
INT-00245,CALL-030244,LEAD-050275,ENQ-07122,CUST-01088,2026-01-25,2026-01-25T10:40:00,2026-01,Paid Search,Brand Protect AU,cpc,Tablet,WA,2,1,0,0,0,0,0,0,0,311.75,,,,0,0,abandoned,closed_won,no_answer
INT-00246,,LEAD-050276,ENQ-07122,CUST-01081,2026-01-15,2026-01-15T11:00:00,2026-01,Referral,Broker Referral,referral,Mobile,VIC,3,5,1,1,1,0,0,0,0,,,,,20,0,voicemail,qualified,lost
INT-00247,CALL-030246,,ENQ-07123,CUST-01090,2026-01-06,2026-01-06T08:41:00,2026-01,Direct,Returning Visitors,direct,Desktop,SA,3,2,1,0,1,0,0,0,0,,,,,0,0,voicemail,closed_won,no_answer
INT-00248,CALL-030247,LEAD-050279,ENQ-07123,CUST-01091,2025-12-30,2025-12-30T10:37:00,2025-12,Paid Search,Emergency Lead Capture,cpc,Desktop,WA,3,2,1,0,1,0,0,0,0,277.66,,,,,0,voicemail,opportunity,lost
INT-00249,CALL-030248,LEAD-050280,ENQ-07124,CUST-01099,2026-03-26,2026-03-26T13:52:00,2026-03,referral,Broker Referral,referral,Mobile,NSW,2,3,1,1,1,0,0,0,0,,,,,33.33,0,missed,qualified,won
INT-00250,CALL-030249,,ENQ-07124,CUST-01087,2026-01-31,2026-01-31T09:19:00,2026-01,Email,Newsletter Promo,email,Tablet,TAS,2,0,3,0,1,0,0,1,1,,,911.65,,,,voicemail,closed_won,booked
INT-00251,CALL-030250,,ENQ-07125,CUST-01095,2026-03-15,2026-03-15T08:56:00,2026-03,Paid Social,Retargeting Social,cpc,Tablet,TAS,1,3,0,1,1,0,0,0,0,185.18,,,,33.33,0,voicemail,qualified,won
INT-00252,CALL-030251,LEAD-050283,ENQ-07125,CUST-01090,2026-03-06,2026-03-06T10:01:00,2026-03,Paid Search,High Intent Search,cpc,Tablet,TAS,4,0,2,0,1,0,0,1,1,432.38,,695.02,,,,abandoned,closed_won,booked
INT-00253,CALL-030252,LEAD-050284,ENQ-07126,CUST-01095,2026-01-20,2026-01-20T08:39:00,2026-01,Paid Search,Brand Protect AU,cpc,Tablet,QLD,4,5,2,2,1,1,0,0,0,739.9,,,,40,,abandoned,opportunity,won
INT-00254,,,ENQ-07126,CUST-DUP-05,2026-03-15,2026-03-15T08:39:00,2026-03,Email,Newsletter Promo,email,Desktop,NSW,3,6,1,1,1,0,0,1,1,,,529.66,,16.67,0,abandoned,qualified,booked
INT-00255,,LEAD-050287,ENQ-07127,CUST-01096,2026-02-24,2026-02-24T10:59:00,2026-02,Paid Search,High Intent Search,cpc,Tablet,VIC,2,5,1,2,1,2,0,0,0,306.2,1395.02,,,40,0,answered,opportunity,no_answer
INT-00256,CALL-030255,LEAD-050288,ENQ-DUP-015,CUST-01087,2026-01-25,2026-01-25T11:26:00,2026-01,Paid Social,Retargeting Social,cpc,Tablet,SA,5,2,2,0,1,0,0,0,0,480.94,,,,0,0,answered,disqualified,pending
INT-00257,CALL-030256,LEAD-050289,ENQ-07128,CUST-01092,2026-01-13,2026-01-13T17:34:00,2026-01,Paid Search,High Intent Search,cpc,Tablet,SA,0,6,0,3,1,1,0,0,0,322.9,896.56,,,50,0,answered,opportunity,no_answer
INT-00258,CALL-030257,,ENQ-07128,CUST-01096,2026-01-21,2026-01-21T13:41:00,2026-01,Display,YouTube Display,display,Mobile,TAS,1,2,0,1,1,1,0,0,0,110.04,1726.04,,,50,0,answered,opportunity,no_answer
INT-00259,CALL-030258,LEAD-050291,ENQ-07129,CUST-01086,2025-12-24,2025-12-24T09:31:00,2025-12,Organic Search,SEO Local Pages,organic,Desktop,NSW,0,1,0,0,0,0,0,0,0,,,,,0,0,voicemail,disqualified,pending
INT-00260,CALL-030259,LEAD-050292,ENQ-07129,CUST-01087,2026-02-20,2026-02-20T12:53:00,2026-02,Display,Display Awareness,DISPLAY,Mobile,TAS,4,4,2,1,1,0,0,0,0,507.54,,,,25,,voicemail,qualified,booked
INT-00261,CALL-030260,LEAD-050293,ENQ-07130,CUST-01103,2026-02-16,2026-02-16T12:52:00,2026-02,Referral,Partner Network,referral,Tablet,TAS,0,5,0,2,1,1,0,0,0,,,,,40,0,answered,opportunity,no_answer
INT-00262,CALL-030261,LEAD-050294,ENQ-07130,CUST-01095,2026-03-19,2026-03-19T14:30:00,2026-03,Paid Social,RETARGETING SOCIAL,cpc,Mobile,WA,4,3,0,1,1,0,0,1,1,493.83,,587.96,,33.33,0,answered,qualified,booked
INT-00263,CALL-030262,LEAD-050296,ENQ-07131,CUST-01099,2026-01-31,2026-01-31T11:45:00,2026-01,Paid Social,Lookalike Call Trial,cpc,Tablet,VIC,5,3,3,1,1,0,0,0,0,732.74,,,,33.33,,abandoned,qualified,booked
INT-00264,,LEAD-050297,ENQ-07131,CUST-01096,2025-12-18,2025-12-18T16:14:00,2025-12,Paid Social,Lookalike Call Trial,cpc,Desktop,TAS,5,3,0,2,1,0,0,0,0,459.61,,,,66.67,0,missed,qualified,lost
INT-00265,CALL-030264,LEAD-050298,ENQ-07132,CUST-DUP-06,2026-01-31,2026-01-31T10:12:00,2026-01,Paid Search,Brand Protect AU,cpc,Desktop,NSW,0,0,0,0,0,0,0,0,0,0,,,,,,voicemail,closed_won,won
INT-00266,,LEAD-050299,ENQ-07132,CUST-01100,2026-01-20,2026-01-20T16:11:00,2026-01,Paid Social,Retargeting Social,cpc,Mobile,WA,3,4,1,1,1,0,0,1,1,464.66,,881.2,,25,0,missed,qualified,booked
INT-00267,CALL-030266,,ENQ-07133,CUST-01102,2026-03-08,2026-03-08T08:53:00,2026-03,Paid Search,High Intent Search,cpc,Tablet,TAS,4,6,1,4,1,1,0,0,0,421.84,,,,66.67,0,answered,opportunity,no_answer
INT-00268,CALL-030267,LEAD-050301,ENQ-07133,CUST-01106,2026-01-13,2026-01-13T14:54:00,2026-01,Paid Search,Brand Protect AU,cpc,Mobile,WA,3,1,2,0,1,0,0,0,0,207.05,,,,0,0,answered,qualified,won
INT-00269,CALL-030268,LEAD-050302,ENQ-07134,CUST-01101,2026-02-24,2026-02-24T11:27:00,2026-02,Direct,Direct / Unknown,direct,Tablet,WA,1,0,0,0,0,1,0,0,0,,770.81,,,,,missed,opportunity,lost
INT-00270,CALL-030269,,ENQ-07134,CUST-01106,2026-03-08,2026-03-08T08:23:00,2026-03,Referral,Partner Network,referral,Desktop,TAS,1,2,0,1,1,0,0,0,0,,,,,50,0,missed,qualified,pending
INT-00271,CALL-030270,,ENQ-07135,CUST-01095,2025-12-17,2025-12-17T14:24:00,2025-12,Email,Quote Follow Up,email,Mobile,VIC,0,4,0,2,1,0,0,0,0,,,,,50,0,abandoned,qualified,won
INT-00272,CALL-030271,LEAD-050306,ENQ-07135,CUST-01101,2026-03-17,2026-03-17T11:56:00,2026-03,Paid Search,Emergency Lead Capture,cpc,Desktop,NSW,2,4,0,1,1,0,0,0,0,390.73,,,,25,0,voicemail,qualified,pending
INT-00273,CALL-030272,LEAD-050307,ENQ-DUP-016,CUST-01096,2026-03-05,2026-03-05T16:11:00,2026-03,Display,Programmatic Retargeting,display,Tablet,QLD,5,0,1,0,1,0,0,0,0,433.7,,,,,,abandoned,qualified,booked
INT-00274,,LEAD-050308,ENQ-07136,CUST-01096,2026-03-23,2026-03-23T14:06:00,2026-03,Organic Search,Organic Maps,organic,Desktop,SA,0,3,0,2,1,1,0,0,0,,1776.27,,,66.67,0,missed,opportunity,pending
INT-00275,CALL-030274,,ENQ-07137,CUST-01102,2026-03-29,2026-03-29T15:04:00,2026-03,Email,Nurture Reactivation,email,Tablet,QLD,2,4,0,1,1,0,0,0,0,,,,,25,0,answered,qualified,lost
INT-00276,CALL-030275,,ENQ-07137,CUST-DUP-07,2026-02-13,2026-02-13T15:43:00,2026-02,Email,Nurture Reactivation,email,Mobile,QLD,3,3,2,0,1,0,0,0,0,,,,,0,,abandoned,closed_lost,lost
INT-00277,,LEAD-050311,ENQ-07138,CUST-01098,2026-03-17,2026-03-17T11:49:00,2026-03,Organic Search,Content Hub,organic,Mobile,NSW,0,0,0,0,0,0,0,0,0,,,,,,,abandoned,opportunity,booked
INT-00278,CALL-030277,LEAD-050313,ENQ-07138,CUST-01109,2026-04-01,2026-04-01T11:11:00,2026-04,Referral,Broker Referral,referral,Tablet,NSW,3,3,0,1,1,0,0,0,0,,,,,33.33,0,missed,qualified,booked
INT-00279,CALL-030278,LEAD-050314,ENQ-07139,CUST-01093,2026-02-19,2026-02-19T10:19:00,2026-02,Email,Nurture Reactivation,email,Desktop,VIC,0,4,0,1,1,0,0,0,0,,,,,25,0,missed,qualified,lost
INT-00280,,LEAD-050315,ENQ-07139,CUST-01107,2026-01-31,2026-01-31T17:53:00,2026-01,organic search,Content Hub,organic,Tablet,VIC,2,2,1,0,1,0,0,0,0,,,,,0,0,abandoned,new,pending
INT-00281,CALL-030280,LEAD-050316,ENQ-07140,CUST-01110,2026-01-03,2026-01-03T08:24:00,2026-01,Direct,Returning Visitors,direct,Tablet,SA,4,1,1,0,1,0,0,0,0,,,,,0,0,abandoned,closed_lost,booked
INT-00282,,LEAD-050317,ENQ-07140,CUST-01110,2025-12-27,2025-12-27T16:20:00,2025-12,Organic Search,Organic Maps,organic,Mobile,WA,2,2,1,1,1,0,0,0,0,,,,,50,0,voicemail,qualified,won
INT-00283,,,ENQ-07141,CUST-01094,2025-12-19,2025-12-19T14:12:00,2025-12,Email,Quote Follow Up,email,Tablet,SA,0,3,0,0,0,1,0,0,0,,1253.33,,,0,,abandoned,opportunity,won
INT-00284,,LEAD-050319,ENQ-07141,CUST-01102,2026-03-11,2026-03-11T08:57:00,2026-03,Referral,Partner Network,referral,Desktop,TAS,3,5,1,1,1,0,0,0,0,,,,,20,0,abandoned,qualified,lost
INT-00285,,LEAD-050320,ENQ-07142,CUST-01102,2026-03-16,2026-03-16T15:06:00,2026-03,Paid Search,High Intent Search,cpc,Desktop,VIC,5,4,3,2,1,0,0,0,0,634.48,,,,50,0,answered,qualified,no_answer
INT-00286,CALL-030285,LEAD-050322,ENQ-07142,CUST-01103,2026-03-22,2026-03-22T15:50:00,2026-03,Direct,Direct / Unknown,direct,Tablet,QLD,0,0,0,0,0,0,0,0,0,,,,,,,missed,new,booked
INT-00287,CALL-030286,LEAD-050323,ENQ-07143,CUST-DUP-08,2026-03-01,2026-03-01T17:25:00,2026-03,Paid Social,Meta Lead Gen NSW,cpc,Desktop,TAS,4,5,1,1,1,0,0,0,0,503.89,,,,20,0,missed,qualified,no_answer
INT-00288,,,ENQ-07143,CUST-01106,2026-01-21,2026-01-21T16:48:00,2026-01,Direct,Direct / Unknown,direct,Tablet,WA,3,2,1,0,1,0,0,0,0,,,,,0,0,abandoned,closed_won,booked
INT-00289,,,ENQ-07144,CUST-01111,2025-12-15,2025-12-15T16:30:00,2025-12,Email,Quote Follow Up,email,Mobile,WA,2,7,0,3,1,1,0,1,1,,1977.7,2140.24,,42.86,0,voicemail,opportunity,booked
INT-00290,CALL-030289,LEAD-050326,ENQ-DUP-017,CUST-01097,2026-01-28,2026-01-28T13:07:00,2026-01,Organic Search,Organic Maps,organic,Desktop,WA,2,4,0,1,1,0,0,0,0,,,,,25,0,abandoned,qualified,pending
INT-00291,CALL-030290,,ENQ-07145,CUST-01109,2026-02-23,2026-02-23T08:29:00,2026-02,Email,NURTURE REACTIVATION,email,Desktop,VIC,1,5,0,1,1,0,0,0,0,,,,,20,0,voicemail,qualified,won
INT-00292,CALL-030291,LEAD-050328,ENQ-07145,CUST-01111,2026-02-05,2026-02-05T16:39:00,2026-02,Paid Search,Brand Protect AU,cpc,Mobile,VIC,0,3,0,4,1,2,1,1,1,112.25,4135.71,3193.35,2657.33,133.33,33.33,answered,closed_won,booked
INT-00293,CALL-030292,LEAD-050329,ENQ-07146,CUST-01105,2026-03-31,2026-03-31T14:01:00,2026-03,Paid Search,Brand Protect AU,cpc,Mobile,SA,2,1,1,0,1,0,0,0,0,226.85,,,,0,0,voicemail,new,pending
INT-00294,,LEAD-050331,ENQ-07146,CUST-01102,2026-01-21,2026-01-21T12:45:00,2026-01,Paid Search,Brand Protect AU,cpc,Desktop,SA,2,2,1,1,1,1,0,0,0,358.46,585.11,,,50,0,voicemail,opportunity,lost
INT-00295,CALL-030294,LEAD-050332,ENQ-07147,CUST-01103,2025-12-25,2025-12-25T15:15:00,2025-12,Organic Search,Content Hub,organic,Tablet,WA,1,7,0,4,1,2,0,0,0,,938.78,,,57.14,0,voicemail,opportunity,no_answer
INT-00296,CALL-030295,LEAD-050333,ENQ-07147,CUST-01107,2026-01-26,2026-01-26T17:55:00,2026-01,Paid Social,Retargeting Social,cpc,Desktop,SA,3,0,1,0,1,0,0,0,0,289.24,,,,,,answered,new,pending
INT-00297,CALL-030296,,ENQ-07148,CUST-01112,2025-12-20,2025-12-20T13:49:00,2025-12,Paid Search,Brand Protect AU,CPC,Tablet,SA,3,6,0,3,1,1,0,0,0,511.87,689.53,,,50,0,abandoned,opportunity,booked
INT-00298,CALL-030297,LEAD-050335,ENQ-07148,CUST-DUP-00,2026-03-18,2026-03-18T12:36:00,2026-03,Paid Search,Brand Protect AU,cpc,Mobile,WA,4,0,2,0,1,0,0,1,1,229.57,,2075.61,,,,missed,disqualified,booked
INT-00299,,LEAD-050336,ENQ-07149,CUST-01113,2026-01-18,2026-01-18T12:50:00,2026-01,Organic Search,SEO Local Pages,organic,Mobile,QLD,1,3,0,1,1,0,0,0,0,,,,,33.33,0,voicemail,qualified,lost
INT-00300,CALL-030299,LEAD-050337,ENQ-07149,CUST-01103,2026-02-11,2026-02-11T11:42:00,2026-02,Display,Programmatic Retargeting,display,Tablet,QLD,3,2,1,1,1,0,0,1,1,383.14,,1456.38,,,0,voicemail,qualified,booked
INT-00301,,LEAD-050338,ENQ-07150,CUST-01114,2026-01-27,2026-01-27T09:00:00,2026-01,Referral,Partner Network,referral,Tablet,VIC,3,6,1,4,1,2,1,1,1,,,3635.19,1461.79,66.67,16.67,missed,closed_won,booked
INT-00302,,LEAD-050340,ENQ-07150,CUST-01110,2025-12-17,2025-12-17T15:18:00,2025-12,Paid Search,High Intent Search,cpc,Tablet,QLD,4,2,2,0,1,0,0,0,0,328.13,,,,0,0,missed,new,pending
INT-00303,CALL-030302,LEAD-050341,ENQ-07151,CUST-01107,2026-04-01,2026-04-01T14:52:00,2026-04,Paid Social,Lookalike Call Trial,cpc,Desktop,TAS,2,3,1,2,1,0,0,1,1,374.71,,606.53,,66.67,0,missed,qualified,booked
INT-00304,CALL-030303,LEAD-050342,ENQ-07151,CUST-01116,2026-02-26,2026-02-26T09:19:00,2026-02,Direct,Returning Visitors,direct,Tablet,TAS,1,0,0,0,1,0,0,0,0,,,,,146,,missed,new,no_answer
INT-00305,CALL-030304,,ENQ-07152,CUST-01114,2026-04-01,2026-04-01T12:31:00,2026-04,Email,Nurture Reactivation,email,Tablet,NSW,0,5,0,2,1,1,0,0,0,,,,,40,,voicemail,opportunity,no_answer
INT-00306,CALL-030305,LEAD-050344,ENQ-07152,CUST-01112,2026-01-23,2026-01-23T12:41:00,2026-01,Email,Newsletter Promo,email,Tablet,TAS,0,2,0,0,1,0,0,0,0,,,,,0,0,missed,opportunity,booked
INT-00307,CALL-030306,LEAD-050345,ENQ-DUP-018,CUST-01107,2026-02-04,2026-02-04T09:45:00,2026-02,Referral,Partner Network,referral,Desktop,WA,3,7,1,1,1,0,0,0,0,,,,,14.29,0,voicemail,qualified,lost
INT-00308,CALL-030307,,ENQ-07153,CUST-01113,2025-12-30,2025-12-30T16:50:00,2025-12,Display,YouTube Display,display,Mobile,QLD,2,5,0,3,1,1,0,0,0,,1818.06,,,60,0,voicemail,opportunity,no_answer
INT-00309,CALL-030308,LEAD-050348,ENQ-07154,CUST-DUP-01,2026-02-09,2026-02-09T12:25:00,2026-02,Referral,Affiliate Warm Leads,referral,Tablet,WA,1,2,0,0,0,0,0,1,1,,,2348.42,,0,0,missed,new,booked
INT-00310,,LEAD-050349,ENQ-07154,CUST-01119,2026-02-03,2026-02-03T11:48:00,2026-02,Email,Nurture Reactivation,email,Mobile,SA,3,1,1,0,1,0,0,0,0,,,,,0,0,voicemail,disqualified,booked
INT-00311,CALL-030310,LEAD-050350,ENQ-07155,CUST-01119,2026-03-19,2026-03-19T11:47:00,2026-03,paid search,Brand Protect AU,cpc,Tablet,NSW,3,2,1,0,1,0,0,0,0,231.93,,,,0,0,answered,qualified,no_answer
INT-00312,CALL-030311,LEAD-050351,ENQ-07155,CUST-01108,2025-12-22,2025-12-22T15:51:00,2025-12,Organic Search,Content Hub,organic,Desktop,SA,0,3,0,2,1,0,0,0,0,,,,,66.67,0,voicemail,qualified,no_answer
INT-00313,CALL-030312,LEAD-050352,ENQ-07156,CUST-01107,2026-02-20,2026-02-20T10:30:00,2026-02,Email,Quote Follow Up,email,Tablet,QLD,2,2,0,0,0,1,0,0,0,,1308.63,,,0,0,missed,opportunity,lost
INT-00314,,LEAD-050353,ENQ-07156,CUST-01118,2026-03-24,2026-03-24T14:56:00,2026-03,Organic Search,Content Hub,organic,Tablet,TAS,2,4,1,2,1,1,0,0,0,,852.35,,,50,0,voicemail,opportunity,won
INT-00315,CALL-030314,LEAD-050354,ENQ-07157,CUST-01119,2026-03-04,2026-03-04T15:29:00,2026-03,Organic Search,SEO Local Pages,organic,Mobile,SA,2,6,1,2,1,1,0,0,0,,1943.24,,,33.33,,abandoned,opportunity,no_answer
INT-00316,CALL-030315,,ENQ-07157,CUST-01107,2026-03-31,2026-03-31T15:16:00,2026-03,Paid Search,Brand Protect AU,cpc,Tablet,TAS,4,3,1,1,1,0,0,1,1,501.38,,2165.12,,33.33,,abandoned,qualified,booked
INT-00317,CALL-030316,,ENQ-07158,CUST-01118,2026-03-02,2026-03-02T12:35:00,2026-03,Organic Search,SEO Local Pages,organic,Mobile,SA,1,4,0,0,0,0,0,0,0,,,,,0,,voicemail,new,won
INT-00318,CALL-030317,,ENQ-07158,CUST-01120,2026-01-26,2026-01-26T13:05:00,2026-01,Direct,Direct / Unknown,direct,Desktop,WA,5,4,1,0,1,0,0,0,0,,,,,0,0,voicemail,opportunity,booked
INT-00319,,LEAD-050359,ENQ-07159,CUST-01122,2026-01-20,2026-01-20T08:24:00,2026-01,Email,Quote Follow Up,email,Desktop,WA,0,2,0,1,1,0,0,0,0,,,,,50,0,abandoned,qualified,booked
INT-00320,CALL-030319,LEAD-050360,ENQ-07159,CUST-DUP-02,2026-03-10,2026-03-10T15:20:00,2026-03,Paid Search,BRAND PROTECT AU,cpc,Tablet,TAS,4,4,0,1,1,0,0,0,0,547.81,,,,25,0,abandoned,qualified,lost
INT-00321,,LEAD-050361,ENQ-07160,CUST-01112,2026-01-09,2026-01-09T12:05:00,2026-01,Email,Newsletter Promo,email,Tablet,QLD,1,3,0,2,1,1,0,1,1,,1192.99,2091.97,,66.67,0,voicemail,opportunity,booked
INT-00322,,LEAD-050362,ENQ-07160,CUST-01123,2026-03-29,2026-03-29T12:15:00,2026-03,Paid Search,Brand Protect AU,cpc,Tablet,TAS,3,3,1,1,1,0,0,0,0,305.84,,,,33.33,0,missed,qualified,pending
INT-00323,CALL-030322,LEAD-050363,ENQ-07161,CUST-01124,2026-01-05,2026-01-05T09:22:00,2026-01,Paid Social,Retargeting Social,cpc,Mobile,VIC,4,1,2,0,1,0,0,0,0,193.98,,,,0,0,voicemail,opportunity,pending
INT-00324,,LEAD-050364,ENQ-DUP-019,CUST-01116,2026-03-11,2026-03-11T17:11:00,2026-03,Paid Search,High Intent Search,cpc,Desktop,NSW,4,2,1,0,1,0,0,0,0,503.56,,,,0,0,answered,opportunity,won
INT-00325,CALL-030324,LEAD-050366,ENQ-07162,CUST-01124,2026-01-13,2026-01-13T16:19:00,2026-01,Paid Search,Emergency Lead Capture,cpc,Mobile,SA,3,4,1,2,1,0,0,1,1,523.72,,1233.26,,50,0,answered,qualified,booked
INT-00326,,LEAD-050367,ENQ-07162,CUST-01117,2026-01-22,2026-01-22T09:32:00,2026-01,Organic Search,Content Hub,organic,Desktop,SA,2,1,0,0,0,0,0,0,0,27.32,,,,0,0,voicemail,closed_won,lost
INT-00327,CALL-030326,,ENQ-07163,CUST-01111,2025-12-24,2025-12-24T14:28:00,2025-12,Email,Nurture Reactivation,email,Mobile,WA,3,4,0,2,1,1,0,0,0,,721.41,,,50,0,answered,opportunity,won
INT-00328,CALL-030327,LEAD-050369,ENQ-07163,CUST-01125,2026-03-06,2026-03-06T08:24:00,2026-03,Referral,Partner Network,referral,Desktop,TAS,2,5,0,3,1,1,0,0,0,,953.02,,,60,0,missed,opportunity,won
INT-00329,CALL-030328,,ENQ-07164,CUST-01122,2026-03-18,2026-03-18T12:43:00,2026-03,Paid Search,Brand Protect AU,cpc,Tablet,WA,0,0,0,0,0,0,0,0,0,,,,,,,answered,closed_won,won
INT-00330,CALL-030329,LEAD-050371,ENQ-07164,CUST-01114,2025-12-25,2025-12-25T08:21:00,2025-12,Direct,Phone Number Recall,direct,Tablet,WA,0,3,0,2,1,0,0,0,0,,,,,66.67,0,voicemail,qualified,booked
